personLabel,placeLabel,countryLabel,organisationLabel,orgnPlaceLabel,orgnCountryLabel,univLabel,founded
Eva Gothlin,Norrköpings S:t Olofs församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Anita Hansbo,Tofteryds församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Efraim Liljeqvist,Örebro Nikolai församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven Ivar Seldinger,Mora,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Dag Norberg,Strängnäs,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Elof Tegnér,Källstorps församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Esaias Tegnér den yngre,Källstorps församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Hans G. Boman,Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Åke Wallenquist,Västervik,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sten Nordin,Nyköping,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils-Erik Hansegård,Stockholm,Sverige,Umeå universitet,Umeå kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Anders Jonas Ångström,Lögdö bruk,Sverige,Uppsala astronomiska observatorium,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Åke Wallenquist,Västervik,Sverige,Kvistabergs observatorium,Upplands-Bro kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Einar Stenhagen,Söderala församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ludvig Stavenow,Tyska S:ta Gertruds församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Pontus Fahlbeck,Ölme församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Lars Gyllensten,Oscars församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Carl H. Lindroth,Lunds domkyrkoförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ebba Sörbom,Sarajevo,Bosnien och Hercegovina,Ulleråkers sjukhus,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Hulthén,Helsingborg,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Moira von Wright,Helsingfors,Finland,Södertörns högskola,Huddinge kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Christian Lovén,Klara församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Martin Lovén,Åhus församling,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Maria Elmquist,Linköping,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Torsten Wiesel,Uppsala,Sverige,Rockefeller University,Manhattan,USA,Karolinska Institutet,1810-01-01T00:00:00Z
Jan-Eric Gustafsson,Falköping,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Per Hedelin,Karlskoga,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Jesper Swedberg,Falu Kristine församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hugo von Zeipel,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Fredrik Afzelius,Films församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Martin Johansson,Villstads församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Johan Spongberg,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
David M. Wilson,Dacre,Storbritannien,Universitetet i Cambridge,Cambridgeshire,Storbritannien,Lunds universitet,1666-12-19T00:00:00Z
Einar Stenhagen,Söderala församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Christian Lovén,Klara församling,Sverige,Kungliga Skogs- och Lantbruksakademien,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Vilhelm Lilljeborg,Helsingborgs Maria församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Harald Hammarström,Västerås,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Åsa Zetterberg,Falkenberg,Sverige,Sveriges regering,Stockholm,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hugo Odeberg,Åmåls församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gustaf Arrhenius,Stockholm,Sverige,University of California,Oakland,USA,Stockholms universitet,1878-01-01T00:00:00Z
Ulf von Euler,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Yngve Zotterman,Vadstena,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Clarence Crafoord,Hudiksvall,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Anders Jonas Ångström,Lögdö bruk,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bo Melin,Kalmar domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Nordenson,Lovö församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Albert Lindström,Härnösands domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olof Wärneryd,Lindärva landskommun,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Vitalis Norström,Åmåls stad,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Johan Lundblad,Tönnersjö församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Martin Lovén,Åhus församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gunnar Malmquist,Ystad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Ludwig Ramberg,Helsingborgs Maria församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Erland Samuel Bring,Ausås församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Kilian Stobæus,Vinslövs församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Victor Bäcklund,Väsby församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Lars Gårding,Hedemora,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Lennart Bengtsson,Trollhättan,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Sven Odén,Norrköpings S:t Olofs församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Arne Lindroth,Lunds domkyrkoförsamling,Sverige,Umeå universitet,Umeå kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hans G. Boman,Stockholm,Sverige,Umeå universitet,Umeå kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Viktor Wigert,Norrköpings S:t Olofs församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Josef Thun,Nyköping,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Östen Undén,Karlstad,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olof Wärneryd,Lindärva landskommun,Sverige,Lunds universitet,Lunds kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Erik Hulthén,Helsingborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Christopher Ruuth I,Näskotts församling,Sverige,Hede kyrka,Härjedalens kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Mikaël Söderström,Ystad,Sverige,Vadstena hospital,Vadstena kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Frithiof Lennmalm,Norrköpings S:t Olofs församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olof Sjöstrand,Tofteryds församling,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Rupert Nyblom,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Vitalis Norström,Åmåls stad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Svante Lindqvist,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Christian Lovén,Klara församling,Sverige,Kungliga Skogs- och Lantbruksakademien,Stockholms kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Karl Gustaf Westman,Göteborgs Kristine församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jöns Svanberg,Nederkalix församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Måns Ryberg,Katarina församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sten Lindroth,Lunds domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven-Eric Liedman,Karlskrona,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Agneta Stark,Solna församling,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Karl Mörner,Ljusnarsbergs församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Hulthén,Helsingborg,Sverige,Köpenhamns universitet,Köpenhamns kommun,Danmark,Lunds universitet,1666-12-19T00:00:00Z
Hans Hertz,Lund,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Sten De Geer,Jakob och Johannes församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sten De Geer,Jakob och Johannes församling,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Fritiof S. Sjöstrand,Stockholm,Sverige,"University of California, Los Angeles",Los Angeles,USA,Karolinska Institutet,1810-01-01T00:00:00Z
Sten De Geer,Jakob och Johannes församling,Sverige,Göteborgs högskola,Göteborg,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gun Hellsvik,Ängelholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Carl-Erik Quensel,Malmö,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Nils Carl Gustaf Fersen Gyldenstolpe,Östersund,Sverige,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Tomas Lindahl,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Tomas Lindahl,Stockholm,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Mauricio Rojas,Santiago de Chile,Chile,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Dora Jacobsohn,Berlin,Tyskland,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Axel Leijonhufvud,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Torbjörn Lodén,Nynäshamn,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Alf A. Lindberg,Växjö,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Holger Lundbäck,Nederkalix församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bo Vahlquist,Skänninge församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Oskar Medin,Axbergs församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Fritiof S. Sjöstrand,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Claes Fahlander,Göteborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Agnes Wold,Uppsala,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Gunnar D Hansson,Smögen,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Kerstin Nordenstam,Annedals församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Gunnel Swedner,Västra Vrams församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Henrik Sjöbring,Alvesta församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hjalmar Lindroth,Chhindwāra,Indien,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Henrik Munthe,Närs församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Gabrielsson Emporagrius,Torsåkers socken,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Kurt Almqvist,Falun,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Axel Leijonhufvud,Stockholm,Sverige,"University of California, Los Angeles",Los Angeles,USA,Lunds universitet,1666-12-19T00:00:00Z
Gerhard Regnéll,Lund,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Eric Michael Fant,Eskilstuna församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Svante Janson,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bo Vahlquist,Skänninge församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Nordenson,Lovö församling,Sverige,Göttingens universitet,Göttingen,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Thorild Wulff,Göteborg,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Karl Gunnar Persson,Borås,Sverige,Köpenhamns universitet,Köpenhamns kommun,Danmark,Lunds universitet,1666-12-19T00:00:00Z
Sven O. Kullander,Sollefteå,Sverige,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Torsten Wiesel,Uppsala,Sverige,Johns Hopkins University,Baltimore,USA,Karolinska Institutet,1810-01-01T00:00:00Z
Michael Lundholm,Uppsala,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Samuel Stadener,Asarums socken,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gregor Paulsson,Helsingborgs Maria församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Frits Läffler,Klara församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Kerstin Lindblad-Toh,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Gabriel Marklin,Skellefteå landsförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Fredrik Mallet,Stockholms stad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bernhard Elis Malmström,Tysslinge församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl-Allan Moberg,Östersunds församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sten Rudberg,Uppsala,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Uno Boklund,Helsingborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Östen Undén,Karlstad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Torvard C. Laurent,S:t Görans församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Tamas Bartfai,Budapest,Ungern,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Pehr Edman,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Anders Lidbeck,Lund,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Thyrén,Lund,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Manne Siegbahn,Örebro Nikolai församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Tamas Bartfai,Budapest,Ungern,"University of California, Los Angeles",Los Angeles,USA,Stockholms universitet,1878-01-01T00:00:00Z
Carolus Lundius,Jönköping,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olle Hagnell,Halmstad,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Otto Torell,Varbergs församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Carina Åkerström,Kalmar,Sverige,Handelsbanken,Stockholm,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Carl Yngve Sahlin,Fröskogs församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gösta Bagge,Högalids församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Sten Rudberg,Uppsala,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Gralén,Örebro,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lisa Welander,Södermanlands län,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Rudolf Söderberg,Lidköping,Sverige,Katedralskolan,Skara kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Rudolf Söderberg,Lidköping,Sverige,Axevalla folkhögskola,Skara kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Marianne Bernadotte,Helsingborg,Sverige,Dramaten,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Tamas Bartfai,Budapest,Ungern,Stanforduniversitetet,Stanford,USA,Stockholms universitet,1878-01-01T00:00:00Z
Ulf Grenander,Västervik,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Dennis Töllborg,Annedal,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Rudolf Söderberg,Lidköping,Sverige,Vasa Real,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Torsten Rudeen,Lysviks församling,Sverige,Kungliga Akademien i Åbo,Åbo,Finland,Uppsala universitet,1477-01-01T00:00:00Z
Rolf Nordenstreng,S:t Michel,Finland,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lisa Welander,Södermanlands län,Sverige,Umeå universitet,Umeå kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
